name,full_name,unit,kind,label,type_hint,okved_code,hs_code
Кроссовки Samsung 7449,"Кроссовки Samsung 7449, реальный товар",кг,Обувь,Товар,Товар,15.29,8461.19.100
Мебельный гарнитур модель 38,"Мебельный гарнитур, комплект мебели модель 38",компл,Мебель комплект,Набор,Набор,31.01,
Сыр Adidas 4311,"Сыр Adidas 4311, реальный товар",кг,Продукты,Товар,Товар,15.29,8448.18.100
Разработка веб-сайта ПРО,"Разработка веб-сайта, предоставляется компанией ПРО",месяц,Красота,Услуга,Услуга,96.04,
Ноутбук Samsung 7622,"Ноутбук Samsung 7622, реальный товар",м,Электроника,Товар,Товар,26.30,8484.23.100
Монитор Samsung 3911,"Монитор Samsung 3911, реальный товар",кг,Электроника,Товар,Товар,14.12,8493.57.100
Куртка LG 2790,"Куртка LG 2790, реальный товар",л,Одежда,Товар,Товар,15.29,8463.69.100
Косметический уход Центр,"Косметический уход, предоставляется компанией Центр",час,ИТ услуги,Услуга,Услуга,62.01,
Разработка веб-сайта Центр,"Разработка веб-сайта, предоставляется компанией Центр",месяц,Красота,Услуга,Услуга,74.10,
Саморезы Adidas 7057,"Саморезы Adidas 7057, реальный товар",кг,Материалы,Товар,Товар,10.51,8474.50.100
Консультация адвоката Центр,"Консультация адвоката, предоставляется компанией Центр",час,Образование,Услуга,Услуга,85.41,
Консультация адвоката Студия,"Консультация адвоката, предоставляется компанией Студия",курс,Красота,Услуга,Услуга,85.41,
Мебельный гарнитур модель 6,"Мебельный гарнитур, комплект мебели модель 6",компл,Мебель комплект,Набор,Набор,31.01,
Сыр Adidas 4526,"Сыр Adidas 4526, реальный товар",кг,Продукты,Товар,Товар,10.51,8412.79.100
Смартфон Bosch 2781,"Смартфон Bosch 2781, реальный товар",м,Электроника,Товар,Товар,26.30,8416.42.100
Графический дизайн Центр,"Графический дизайн, предоставляется компанией Центр",услуга,Красота,Услуга,Услуга,85.41,
Рубашка Adidas 7382,"Рубашка Adidas 7382, реальный товар",л,Одежда,Товар,Товар,14.12,8496.18.100
Разработка веб-сайта Студия,"Разработка веб-сайта, предоставляется компанией Студия",услуга,ИТ услуги,Услуга,Услуга,62.01,
Тренировка в фитнесе Студия,"Тренировка в фитнесе, предоставляется компанией Студия",услуга,Логистика,Услуга,Услуга,74.10,
Молоко Samsung 6598,"Молоко Samsung 6598, реальный товар",л,Продукты,Товар,Товар,15.29,8411.79.100
Тренировка в фитнесе Центр,"Тренировка в фитнесе, предоставляется компанией Центр",месяц,Красота,Услуга,Услуга,74.10,
Смартфон Nike 4701,"Смартфон Nike 4701, реальный товар",кг,Электроника,Товар,Товар,14.12,8429.24.100
Футболка Danone 9488,"Футболка Danone 9488, реальный товар",л,Одежда,Товар,Товар,10.51,8478.20.100
Сыр LG 6097,"Сыр LG 6097, реальный товар",л,Продукты,Товар,Товар,15.29,8436.78.100
Доставка товаров ПРО,"Доставка товаров, предоставляется компанией ПРО",час,Красота,Услуга,Услуга,96.04,
Обучение языку Центр,"Обучение языку, предоставляется компанией Центр",услуга,Логистика,Услуга,Услуга,49.41,
Косметический уход Сервис,"Косметический уход, предоставляется компанией Сервис",месяц,Красота,Услуга,Услуга,96.04,
Стиральная машина Nike 3248,"Стиральная машина Nike 3248, реальный товар",кг,Бытовая техника,Товар,Товар,14.12,8445.58.100
Колбаса Danone 9937,"Колбаса Danone 9937, реальный товар",кг,Продукты,Товар,Товар,10.51,8469.12.100
Установка окна Сервис,"Установка окна, предоставляется компанией Сервис",услуга,ИТ услуги,Услуга,Услуга,74.10,
Колбаса LG 6797,"Колбаса LG 6797, реальный товар",м,Продукты,Товар,Товар,15.29,8473.69.100
Доставка товаров Центр,"Доставка товаров, предоставляется компанией Центр",курс,Образование,Услуга,Услуга,62.01,
Ноутбук Nike 9721,"Ноутбук Nike 9721, реальный товар",л,Электроника,Товар,Товар,27.51,8491.81.100
Графический дизайн ПРО,"Графический дизайн, предоставляется компанией ПРО",курс,Красота,Услуга,Услуга,85.41,
Цемент Samsung 4468,"Цемент Samsung 4468, реальный товар",м,Материалы,Товар,Товар,14.12,8463.67.100
Разработка веб-сайта ПРО,"Разработка веб-сайта, предоставляется компанией ПРО",курс,Образование,Услуга,Услуга,74.10,
Планшет Samsung 7517,"Планшет Samsung 7517, реальный товар",м,Электроника,Товар,Товар,14.12,8491.49.100
Цемент Bosch 2425,"Цемент Bosch 2425, реальный товар",л,Материалы,Товар,Товар,27.51,8416.56.100
Установка окна Сервис,"Установка окна, предоставляется компанией Сервис",час,Красота,Услуга,Услуга,85.41,
Графический дизайн ПРО,"Графический дизайн, предоставляется компанией ПРО",курс,Красота,Услуга,Услуга,96.04,
Мебельный гарнитур модель 42,"Мебельный гарнитур, комплект мебели модель 42",компл,Мебель комплект,Набор,Набор,31.01,
Ремонт техники Студия,"Ремонт техники, предоставляется компанией Студия",месяц,Красота,Услуга,Услуга,49.41,
Установка окна Сервис,"Установка окна, предоставляется компанией Сервис",услуга,Красота,Услуга,Услуга,85.41,
Куртка LG 7687,"Куртка LG 7687, реальный товар",шт,Одежда,Товар,Товар,14.12,8413.74.100
Кроссовки Samsung 4243,"Кроссовки Samsung 4243, реальный товар",м,Обувь,Товар,Товар,10.51,8419.21.100
Тренировка в фитнесе ПРО,"Тренировка в фитнесе, предоставляется компанией ПРО",курс,Образование,Услуга,Услуга,62.01,
Колбаса LG 6505,"Колбаса LG 6505, реальный товар",кг,Продукты,Товар,Товар,26.30,8435.10.100
Холодильник Nike 7594,"Холодильник Nike 7594, реальный товар",кг,Бытовая техника,Товар,Товар,14.12,8413.89.100
Кроссовки Nike 2732,"Кроссовки Nike 2732, реальный товар",м,Обувь,Товар,Товар,10.51,8453.19.100
Монитор LG 7285,"Монитор LG 7285, реальный товар",шт,Электроника,Товар,Товар,26.30,8420.12.100
Посудомоечная Adidas 5133,"Посудомоечная Adidas 5133, реальный товар",л,Бытовая техника,Товар,Товар,27.51,8460.63.100
Цемент Danone 6823,"Цемент Danone 6823, реальный товар",л,Материалы,Товар,Товар,27.51,8447.17.100
Футболка Danone 4365,"Футболка Danone 4365, реальный товар",шт,Одежда,Товар,Товар,27.51,8496.45.100
Консультация адвоката Центр,"Консультация адвоката, предоставляется компанией Центр",курс,Красота,Услуга,Услуга,74.10,
Ящик картонный размер 56,Ящик картонный упаковочный размер 56,шт,Тара производственная,Тара,Тара,16.23,
Мебельный гарнитур модель 66,"Мебельный гарнитур, комплект мебели модель 66",компл,Мебель комплект,Набор,Набор,31.01,
Доставка товаров Студия,"Доставка товаров, предоставляется компанией Студия",час,Красота,Услуга,Услуга,96.04,
Колбаса Samsung 1075,"Колбаса Samsung 1075, реальный товар",кг,Продукты,Товар,Товар,27.51,8498.10.100
Ремонт техники Студия,"Ремонт техники, предоставляется компанией Студия",курс,ИТ услуги,Услуга,Услуга,62.01,
Колбаса LG 9388,"Колбаса LG 9388, реальный товар",м,Продукты,Товар,Товар,27.51,8473.87.100
Ремонт техники Центр,"Ремонт техники, предоставляется компанией Центр",час,Логистика,Услуга,Услуга,49.41,
Косметический уход Сервис,"Косметический уход, предоставляется компанией Сервис",час,Красота,Услуга,Услуга,96.04,
Рубашка Danone 5963,"Рубашка Danone 5963, реальный товар",м,Одежда,Товар,Товар,10.51,8445.17.100
Косметический уход Центр,"Косметический уход, предоставляется компанией Центр",курс,Красота,Услуга,Услуга,85.41,
Обучение языку Сервис,"Обучение языку, предоставляется компанией Сервис",услуга,Красота,Услуга,Услуга,96.04,
Окраска объект 28,Окраска стен и потолков объект 28,м²,Отделочные работы,Работа,Работа,43.34,
Доставка товаров ПРО,"Доставка товаров, предоставляется компанией ПРО",услуга,Образование,Услуга,Услуга,85.41,
Консультация адвоката Сервис,"Консультация адвоката, предоставляется компанией Сервис",месяц,Логистика,Услуга,Услуга,85.41,
Молоко Adidas 4547,"Молоко Adidas 4547, реальный товар",м,Продукты,Товар,Товар,14.12,8439.66.100
Консультация адвоката ПРО,"Консультация адвоката, предоставляется компанией ПРО",месяц,Логистика,Услуга,Услуга,62.01,
Обучение языку ПРО,"Обучение языку, предоставляется компанией ПРО",курс,Красота,Услуга,Услуга,49.41,
Молоко Samsung 2042,"Молоко Samsung 2042, реальный товар",шт,Продукты,Товар,Товар,14.12,8492.66.100
Обучение языку Студия,"Обучение языку, предоставляется компанией Студия",услуга,Образование,Услуга,Услуга,49.41,
Футболка Danone 2857,"Футболка Danone 2857, реальный товар",м,Одежда,Товар,Товар,10.51,8410.17.100
Косметический уход ПРО,"Косметический уход, предоставляется компанией ПРО",услуга,Логистика,Услуга,Услуга,74.10,
Цемент Nike 2975,"Цемент Nike 2975, реальный товар",л,Материалы,Товар,Товар,15.29,8498.67.100
Сыр Danone 7511,"Сыр Danone 7511, реальный товар",м,Продукты,Товар,Товар,26.30,8415.45.100
Ремонт техники ПРО,"Ремонт техники, предоставляется компанией ПРО",час,ИТ услуги,Услуга,Услуга,62.01,
Смартфон Adidas 6100,"Смартфон Adidas 6100, реальный товар",кг,Электроника,Товар,Товар,27.51,8476.95.100
Хлеб Bosch 1383,"Хлеб Bosch 1383, реальный товар",л,Продукты,Товар,Товар,14.12,8448.55.100
Смартфон Bosch 2029,"Смартфон Bosch 2029, реальный товар",л,Электроника,Товар,Товар,27.51,8492.13.100
Ботинки Bosch 1246,"Ботинки Bosch 1246, реальный товар",м,Обувь,Товар,Товар,15.29,8413.82.100
Планшет Adidas 5550,"Планшет Adidas 5550, реальный товар",л,Электроника,Товар,Товар,10.51,8415.50.100
Хлеб Danone 7599,"Хлеб Danone 7599, реальный товар",кг,Продукты,Товар,Товар,15.29,8427.98.100
Разработка веб-сайта Сервис,"Разработка веб-сайта, предоставляется компанией Сервис",месяц,Красота,Услуга,Услуга,49.41,
Саморезы Adidas 1129,"Саморезы Adidas 1129, реальный товар",шт,Материалы,Товар,Товар,14.12,8490.37.100
Обучение языку ПРО,"Обучение языку, предоставляется компанией ПРО",час,Красота,Услуга,Услуга,96.04,
Уборка помещения ПРО,"Уборка помещения, предоставляется компанией ПРО",час,Образование,Услуга,Услуга,96.04,
Уборка помещения ПРО,"Уборка помещения, предоставляется компанией ПРО",месяц,Образование,Услуга,Услуга,74.10,
Футболка Adidas 9007,"Футболка Adidas 9007, реальный товар",кг,Одежда,Товар,Товар,15.29,8468.87.100
Колбаса Samsung 9673,"Колбаса Samsung 9673, реальный товар",шт,Продукты,Товар,Товар,27.51,8440.55.100
Графический дизайн Сервис,"Графический дизайн, предоставляется компанией Сервис",курс,Образование,Услуга,Услуга,62.01,
Установка окна Центр,"Установка окна, предоставляется компанией Центр",курс,Логистика,Услуга,Услуга,49.41,
Рубашка Bosch 1362,"Рубашка Bosch 1362, реальный товар",м,Одежда,Товар,Товар,15.29,8463.34.100
Ботинки LG 8365,"Ботинки LG 8365, реальный товар",л,Обувь,Товар,Товар,15.29,8463.42.100
Уборка помещения ПРО,"Уборка помещения, предоставляется компанией ПРО",услуга,Образование,Услуга,Услуга,49.41,
Монитор LG 8678,"Монитор LG 8678, реальный товар",л,Электроника,Товар,Товар,26.30,8436.23.100
Ботинки Danone 3827,"Ботинки Danone 3827, реальный товар",кг,Обувь,Товар,Товар,27.51,8465.75.100
Краска Danone 1175,"Краска Danone 1175, реальный товар",шт,Материалы,Товар,Товар,26.30,8443.43.100
Саморезы LG 1516,"Саморезы LG 1516, реальный товар",м,Материалы,Товар,Товар,10.51,8487.70.100
Установка окна Центр,"Установка окна, предоставляется компанией Центр",услуга,ИТ услуги,Услуга,Услуга,49.41,
Ноутбук Samsung 4668,"Ноутбук Samsung 4668, реальный товар",м,Электроника,Товар,Товар,26.30,8470.40.100
Графический дизайн ПРО,"Графический дизайн, предоставляется компанией ПРО",месяц,Образование,Услуга,Услуга,85.41,
Планшет Danone 1270,"Планшет Danone 1270, реальный товар",м,Электроника,Товар,Товар,14.12,8478.10.100
Саморезы Bosch 6428,"Саморезы Bosch 6428, реальный товар",шт,Материалы,Товар,Товар,15.29,8419.34.100
Разработка веб-сайта Сервис,"Разработка веб-сайта, предоставляется компанией Сервис",месяц,ИТ услуги,Услуга,Услуга,96.04,
Кроссовки Danone 9686,"Кроссовки Danone 9686, реальный товар",шт,Обувь,Товар,Товар,26.30,8439.84.100
Футболка Danone 6367,"Футболка Danone 6367, реальный товар",м,Одежда,Товар,Товар,27.51,8435.85.100
Смартфон Danone 4214,"Смартфон Danone 4214, реальный товар",л,Электроника,Товар,Товар,26.30,8434.10.100
Колбаса Samsung 2019,"Колбаса Samsung 2019, реальный товар",шт,Продукты,Товар,Товар,27.51,8470.80.100
Молоко Bosch 3938,"Молоко Bosch 3938, реальный товар",кг,Продукты,Товар,Товар,14.12,8480.23.100
Посудомоечная Nike 8929,"Посудомоечная Nike 8929, реальный товар",л,Бытовая техника,Товар,Товар,10.51,8468.44.100
Графический дизайн Студия,"Графический дизайн, предоставляется компанией Студия",месяц,Красота,Услуга,Услуга,62.01,
Молоко LG 6667,"Молоко LG 6667, реальный товар",шт,Продукты,Товар,Товар,27.51,8475.15.100
Косметический уход Сервис,"Косметический уход, предоставляется компанией Сервис",услуга,Логистика,Услуга,Услуга,96.04,
Уборка помещения Сервис,"Уборка помещения, предоставляется компанией Сервис",час,Логистика,Услуга,Услуга,96.04,
Куртка Nike 3088,"Куртка Nike 3088, реальный товар",м,Одежда,Товар,Товар,14.12,8485.93.100
Холодильник Danone 5471,"Холодильник Danone 5471, реальный товар",м,Бытовая техника,Товар,Товар,10.51,8460.98.100
Молоко LG 3282,"Молоко LG 3282, реальный товар",м,Продукты,Товар,Товар,27.51,8453.91.100
Разработка веб-сайта ПРО,"Разработка веб-сайта, предоставляется компанией ПРО",месяц,Образование,Услуга,Услуга,62.01,
Консультация адвоката Студия,"Консультация адвоката, предоставляется компанией Студия",месяц,Красота,Услуга,Услуга,96.04,
Ноутбук Samsung 3088,"Ноутбук Samsung 3088, реальный товар",л,Электроника,Товар,Товар,27.51,8434.57.100
Куртка Samsung 9192,"Куртка Samsung 9192, реальный товар",кг,Одежда,Товар,Товар,26.30,8433.24.100
Уборка помещения ПРО,"Уборка помещения, предоставляется компанией ПРО",услуга,Красота,Услуга,Услуга,62.01,
Ремонт техники Студия,"Ремонт техники, предоставляется компанией Студия",месяц,Образование,Услуга,Услуга,96.04,
Уборка помещения Сервис,"Уборка помещения, предоставляется компанией Сервис",месяц,ИТ услуги,Услуга,Услуга,96.04,
Графический дизайн Сервис,"Графический дизайн, предоставляется компанией Сервис",месяц,Образование,Услуга,Услуга,74.10,
Молоко Danone 3865,"Молоко Danone 3865, реальный товар",л,Продукты,Товар,Товар,26.30,8494.51.100
Ноутбук Samsung 7942,"Ноутбук Samsung 7942, реальный товар",кг,Электроника,Товар,Товар,15.29,8455.53.100
Холодильник Nike 2293,"Холодильник Nike 2293, реальный товар",шт,Бытовая техника,Товар,Товар,26.30,8446.61.100
Обучение языку Сервис,"Обучение языку, предоставляется компанией Сервис",курс,Красота,Услуга,Услуга,74.10,
Ноутбук Samsung 7401,"Ноутбук Samsung 7401, реальный товар",шт,Электроника,Товар,Товар,26.30,8462.88.100
Косметический уход Сервис,"Косметический уход, предоставляется компанией Сервис",услуга,Логистика,Услуга,Услуга,96.04,
Ноутбук LG 7260,"Ноутбук LG 7260, реальный товар",шт,Электроника,Товар,Товар,10.51,8432.78.100
Тренировка в фитнесе Центр,"Тренировка в фитнесе, предоставляется компанией Центр",услуга,ИТ услуги,Услуга,Услуга,62.01,
Тренировка в фитнесе Студия,"Тренировка в фитнесе, предоставляется компанией Студия",курс,Красота,Услуга,Услуга,49.41,
Доставка товаров Центр,"Доставка товаров, предоставляется компанией Центр",курс,Красота,Услуга,Услуга,49.41,
Косметический уход Студия,"Косметический уход, предоставляется компанией Студия",час,Логистика,Услуга,Услуга,96.04,
Смартфон Nike 3969,"Смартфон Nike 3969, реальный товар",кг,Электроника,Товар,Товар,26.30,8469.50.100
Уборка помещения Сервис,"Уборка помещения, предоставляется компанией Сервис",месяц,Красота,Услуга,Услуга,85.41,
Ремонт техники Сервис,"Ремонт техники, предоставляется компанией Сервис",курс,Логистика,Услуга,Услуга,96.04,
Установка окна Сервис,"Установка окна, предоставляется компанией Сервис",курс,ИТ услуги,Услуга,Услуга,85.41,
Краска Danone 5993,"Краска Danone 5993, реальный товар",л,Материалы,Товар,Товар,27.51,8480.53.100
Графический дизайн ПРО,"Графический дизайн, предоставляется компанией ПРО",час,ИТ услуги,Услуга,Услуга,96.04,
Смартфон Danone 5324,"Смартфон Danone 5324, реальный товар",кг,Электроника,Товар,Товар,15.29,8456.40.100
Стиральная машина Nike 3455,"Стиральная машина Nike 3455, реальный товар",шт,Бытовая техника,Товар,Товар,14.12,8499.95.100
Уборка помещения ПРО,"Уборка помещения, предоставляется компанией ПРО",месяц,Красота,Услуга,Услуга,85.41,
Стиральная машина Bosch 6621,"Стиральная машина Bosch 6621, реальный товар",м,Бытовая техника,Товар,Товар,27.51,8418.29.100
Цемент LG 1846,"Цемент LG 1846, реальный товар",м,Материалы,Товар,Товар,15.29,8486.71.100
Сыр Nike 3979,"Сыр Nike 3979, реальный товар",шт,Продукты,Товар,Товар,26.30,8473.92.100
Ноутбук LG 1329,"Ноутбук LG 1329, реальный товар",шт,Электроника,Товар,Товар,10.51,8440.73.100
Ботинки Danone 8672,"Ботинки Danone 8672, реальный товар",л,Обувь,Товар,Товар,10.51,8432.50.100
Краска Danone 9660,"Краска Danone 9660, реальный товар",кг,Материалы,Товар,Товар,14.12,8457.70.100
Краска Nike 3085,"Краска Nike 3085, реальный товар",л,Материалы,Товар,Товар,15.29,8475.29.100
Доставка товаров Центр,"Доставка товаров, предоставляется компанией Центр",месяц,ИТ услуги,Услуга,Услуга,74.10,
Молоко Nike 1819,"Молоко Nike 1819, реальный товар",кг,Продукты,Товар,Товар,10.51,8431.81.100
Косметический уход ПРО,"Косметический уход, предоставляется компанией ПРО",курс,Красота,Услуга,Услуга,96.04,
Джинсы Adidas 1090,"Джинсы Adidas 1090, реальный товар",шт,Одежда,Товар,Товар,27.51,8466.20.100
Посудомоечная Danone 6721,"Посудомоечная Danone 6721, реальный товар",л,Бытовая техника,Товар,Товар,26.30,8477.24.100
Разработка веб-сайта ПРО,"Разработка веб-сайта, предоставляется компанией ПРО",курс,Образование,Услуга,Услуга,62.01,
Разработка веб-сайта Центр,"Разработка веб-сайта, предоставляется компанией Центр",час,Образование,Услуга,Услуга,49.41,
Сыр Nike 8302,"Сыр Nike 8302, реальный товар",м,Продукты,Товар,Товар,14.12,8416.52.100
Джинсы Samsung 4809,"Джинсы Samsung 4809, реальный товар",кг,Одежда,Товар,Товар,14.12,8434.44.100
Графический дизайн ПРО,"Графический дизайн, предоставляется компанией ПРО",час,Логистика,Услуга,Услуга,74.10,
Монитор Samsung 6768,"Монитор Samsung 6768, реальный товар",м,Электроника,Товар,Товар,27.51,8415.26.100
Ботинки Samsung 3863,"Ботинки Samsung 3863, реальный товар",м,Обувь,Товар,Товар,10.51,8421.59.100
Разработка веб-сайта Сервис,"Разработка веб-сайта, предоставляется компанией Сервис",час,Красота,Услуга,Услуга,49.41,
Холодильник Danone 4486,"Холодильник Danone 4486, реальный товар",л,Бытовая техника,Товар,Товар,14.12,8456.29.100
Косметический уход Студия,"Косметический уход, предоставляется компанией Студия",услуга,ИТ услуги,Услуга,Услуга,49.41,
Кроссовки LG 1468,"Кроссовки LG 1468, реальный товар",м,Обувь,Товар,Товар,10.51,8472.20.100
Уборка помещения Студия,"Уборка помещения, предоставляется компанией Студия",час,Красота,Услуга,Услуга,49.41,
Молоко Bosch 9321,"Молоко Bosch 9321, реальный товар",л,Продукты,Товар,Товар,15.29,8468.15.100
Сыр Danone 5033,"Сыр Danone 5033, реальный товар",л,Продукты,Товар,Товар,10.51,8422.30.100
Графический дизайн Центр,"Графический дизайн, предоставляется компанией Центр",курс,Красота,Услуга,Услуга,62.01,
Графический дизайн Студия,"Графический дизайн, предоставляется компанией Студия",услуга,Красота,Услуга,Услуга,85.41,
Установка окна Центр,"Установка окна, предоставляется компанией Центр",месяц,Логистика,Услуга,Услуга,74.10,
Колбаса Nike 2848,"Колбаса Nike 2848, реальный товар",м,Продукты,Товар,Товар,27.51,8467.92.100
Посудомоечная Danone 1305,"Посудомоечная Danone 1305, реальный товар",шт,Бытовая техника,Товар,Товар,27.51,8456.62.100
Установка окна Студия,"Установка окна, предоставляется компанией Студия",месяц,Образование,Услуга,Услуга,96.04,
Ботинки LG 2801,"Ботинки LG 2801, реальный товар",шт,Обувь,Товар,Товар,10.51,8413.15.100
Куртка Samsung 8616,"Куртка Samsung 8616, реальный товар",кг,Одежда,Товар,Товар,15.29,8490.81.100
Косметический уход ПРО,"Косметический уход, предоставляется компанией ПРО",курс,Красота,Услуга,Услуга,96.04,
Рубашка Samsung 5062,"Рубашка Samsung 5062, реальный товар",м,Одежда,Товар,Товар,26.30,8442.50.100
Тренировка в фитнесе ПРО,"Тренировка в фитнесе, предоставляется компанией ПРО",услуга,ИТ услуги,Услуга,Услуга,96.04,
Косметический уход ПРО,"Косметический уход, предоставляется компанией ПРО",курс,Образование,Услуга,Услуга,62.01,
Куртка Samsung 7673,"Куртка Samsung 7673, реальный товар",м,Одежда,Товар,Товар,15.29,8499.37.100
Смартфон Nike 8431,"Смартфон Nike 8431, реальный товар",м,Электроника,Товар,Товар,10.51,8480.55.100
Тренировка в фитнесе Студия,"Тренировка в фитнесе, предоставляется компанией Студия",месяц,Образование,Услуга,Услуга,96.04,
Холодильник Samsung 7269,"Холодильник Samsung 7269, реальный товар",м,Бытовая техника,Товар,Товар,14.12,8419.51.100
Посудомоечная Samsung 2782,"Посудомоечная Samsung 2782, реальный товар",кг,Бытовая техника,Товар,Товар,14.12,8448.33.100
Тренировка в фитнесе ПРО,"Тренировка в фитнесе, предоставляется компанией ПРО",месяц,Логистика,Услуга,Услуга,74.10,
Стиральная машина Samsung 6858,"Стиральная машина Samsung 6858, реальный товар",л,Бытовая техника,Товар,Товар,15.29,8494.80.100
Джинсы Bosch 9909,"Джинсы Bosch 9909, реальный товар",шт,Одежда,Товар,Товар,27.51,8422.98.100
Разработка веб-сайта Сервис,"Разработка веб-сайта, предоставляется компанией Сервис",услуга,Образование,Услуга,Услуга,49.41,
Уборка помещения Студия,"Уборка помещения, предоставляется компанией Студия",курс,ИТ услуги,Услуга,Услуга,49.41,
Саморезы Adidas 6526,"Саморезы Adidas 6526, реальный товар",шт,Материалы,Товар,Товар,10.51,8426.93.100
Посудомоечная Adidas 5632,"Посудомоечная Adidas 5632, реальный товар",кг,Бытовая техника,Товар,Товар,15.29,8492.22.100
Молоко Adidas 1087,"Молоко Adidas 1087, реальный товар",кг,Продукты,Товар,Товар,26.30,8459.17.100
Сыр Adidas 8895,"Сыр Adidas 8895, реальный товар",кг,Продукты,Товар,Товар,15.29,8446.29.100
Тренировка в фитнесе Студия,"Тренировка в фитнесе, предоставляется компанией Студия",курс,Логистика,Услуга,Услуга,62.01,
Косметический уход ПРО,"Косметический уход, предоставляется компанией ПРО",месяц,Красота,Услуга,Услуга,96.04,
Колбаса Samsung 8297,"Колбаса Samsung 8297, реальный товар",шт,Продукты,Товар,Товар,27.51,8420.10.100
Ноутбук LG 8712,"Ноутбук LG 8712, реальный товар",м,Электроника,Товар,Товар,27.51,8465.37.100
Рубашка Samsung 8677,"Рубашка Samsung 8677, реальный товар",шт,Одежда,Товар,Товар,15.29,8427.57.100
Краска Danone 4979,"Краска Danone 4979, реальный товар",м,Материалы,Товар,Товар,10.51,8484.55.100
Молоко LG 2832,"Молоко LG 2832, реальный товар",л,Продукты,Товар,Товар,15.29,8492.94.100
Рубашка Bosch 7889,"Рубашка Bosch 7889, реальный товар",шт,Одежда,Товар,Товар,14.12,8420.96.100
Уборка помещения Сервис,"Уборка помещения, предоставляется компанией Сервис",курс,ИТ услуги,Услуга,Услуга,62.01,
Саморезы LG 4684,"Саморезы LG 4684, реальный товар",кг,Материалы,Товар,Товар,10.51,8455.29.100
Тренировка в фитнесе Студия,"Тренировка в фитнесе, предоставляется компанией Студия",курс,ИТ услуги,Услуга,Услуга,49.41,
Консультация адвоката Центр,"Консультация адвоката, предоставляется компанией Центр",курс,ИТ услуги,Услуга,Услуга,49.41,
Установка окна ПРО,"Установка окна, предоставляется компанией ПРО",час,Образование,Услуга,Услуга,74.10,
Цемент Adidas 2559,"Цемент Adidas 2559, реальный товар",шт,Материалы,Товар,Товар,15.29,8480.23.100
Ремонт техники Центр,"Ремонт техники, предоставляется компанией Центр",месяц,ИТ услуги,Услуга,Услуга,74.10,
Доставка товаров ПРО,"Доставка товаров, предоставляется компанией ПРО",месяц,Образование,Услуга,Услуга,85.41,
Косметический уход Центр,"Косметический уход, предоставляется компанией Центр",месяц,Красота,Услуга,Услуга,49.41,
Обучение языку Сервис,"Обучение языку, предоставляется компанией Сервис",услуга,Красота,Услуга,Услуга,49.41,
Доставка товаров Центр,"Доставка товаров, предоставляется компанией Центр",курс,Образование,Услуга,Услуга,74.10,
Ремонт техники Студия,"Ремонт техники, предоставляется компанией Студия",курс,Логистика,Услуга,Услуга,74.10,
Тренировка в фитнесе ПРО,"Тренировка в фитнесе, предоставляется компанией ПРО",месяц,Красота,Услуга,Услуга,85.41,
Тренировка в фитнесе ПРО,"Тренировка в фитнесе, предоставляется компанией ПРО",услуга,Образование,Услуга,Услуга,74.10,
Графический дизайн ПРО,"Графический дизайн, предоставляется компанией ПРО",услуга,Логистика,Услуга,Услуга,62.01,
Смартфон Adidas 9785,"Смартфон Adidas 9785, реальный товар",шт,Электроника,Товар,Товар,15.29,8452.76.100
Тренировка в фитнесе Центр,"Тренировка в фитнесе, предоставляется компанией Центр",услуга,Красота,Услуга,Услуга,85.41,
Консультация адвоката ПРО,"Консультация адвоката, предоставляется компанией ПРО",месяц,ИТ услуги,Услуга,Услуга,62.01,
Смартфон LG 2744,"Смартфон LG 2744, реальный товар",м,Электроника,Товар,Товар,15.29,8482.95.100
Тренировка в фитнесе Студия,"Тренировка в фитнесе, предоставляется компанией Студия",курс,Красота,Услуга,Услуга,74.10,
Доставка товаров Студия,"Доставка товаров, предоставляется компанией Студия",услуга,Образование,Услуга,Услуга,74.10,
Консультация адвоката Студия,"Консультация адвоката, предоставляется компанией Студия",услуга,Красота,Услуга,Услуга,74.10,
Установка окна Сервис,"Установка окна, предоставляется компанией Сервис",месяц,Логистика,Услуга,Услуга,49.41,
Саморезы Danone 6989,"Саморезы Danone 6989, реальный товар",шт,Материалы,Товар,Товар,10.51,8482.51.100
Куртка Nike 7655,"Куртка Nike 7655, реальный товар",кг,Одежда,Товар,Товар,10.51,8458.19.100
Смартфон Bosch 3071,"Смартфон Bosch 3071, реальный товар",м,Электроника,Товар,Товар,27.51,8491.84.100
Стиральная машина Nike 8336,"Стиральная машина Nike 8336, реальный товар",кг,Бытовая техника,Товар,Товар,14.12,8444.15.100
Посудомоечная Samsung 6219,"Посудомоечная Samsung 6219, реальный товар",шт,Бытовая техника,Товар,Товар,14.12,8470.97.100
Цемент Danone 6762,"Цемент Danone 6762, реальный товар",шт,Материалы,Товар,Товар,14.12,8441.14.100
Кроссовки LG 4965,"Кроссовки LG 4965, реальный товар",кг,Обувь,Товар,Товар,10.51,8443.49.100
Тренировка в фитнесе Центр,"Тренировка в фитнесе, предоставляется компанией Центр",месяц,ИТ услуги,Услуга,Услуга,62.01,
Холодильник Bosch 9311,"Холодильник Bosch 9311, реальный товар",шт,Бытовая техника,Товар,Товар,15.29,8429.34.100
Саморезы Adidas 8223,"Саморезы Adidas 8223, реальный товар",шт,Материалы,Товар,Товар,26.30,8419.44.100
Молоко Bosch 6358,"Молоко Bosch 6358, реальный товар",кг,Продукты,Товар,Товар,27.51,8429.48.100
